160613,159876
159876,156928
90994,87887
185958,187076
187076,185758
187076,189319
189319,190608
168454,169916
167618,169022
169022,165135
165135,161592
165135,168454
168454,169022
169022,176687
176687,173300
173300,168454
173300,169916
169916,166937
176687,177716
177716,175191
175191,173300
175191,175775
175775,177241
177241,180540
180540,181577
177716,184552
184552,189763
189763,189103
189103,188114
188114,181869
188114,181623
35497,29763
29763,28305
29139,37202
27371,27697
27371,25204
25204,21120
29139,28305
29139,28319
28319,27371
28305,27962
27962,27697
27697,23850
169767,169467
150798,135382
135382,141891
141891,150798
14055,13161
13161,11443
11443,14055
211416,219571
219571,1581
219571,2884
120315,116656
116656,112185
112185,106591
106591,95689
95689,95418
95418,103287
103287,106591
103287,102224
102224,96833
96833,89021
96833,89758
95418,85235
85235,82328
82328,77327
82328,76644
85235,84999
84999,71369
71369,81937
81937,95689
8890,166205
166205,153751
153751,142105
142105,148048
148048,137422
137422,131873
131873,142105
68273,74195
74195,74956
74956,81188
81188,86440
86440,93497
93497,92139
92139,88955
88955,82434
82434,78647
78647,68273
102212,107070
107070,110379
110379,116658
116658,124294
124294,124850
124850,129502
116658,118098
118098,122408
122408,130109
118098,112300
112300,113226
112300,110379
63295,55865
55865,68520
68520,63295
68520,57623
68520,71878
71878,78045
78045,68520
183439,189849
